goods_id,timestamp,shop_id,category,price,image_type,image_width,image_height
30,2017-03-22 11:00:04.950,24,상의,8500,gif,285,430
31,2017-03-22 17:15:56.383,126,란제리&파자마,19900,gif,250,360
32,2017-03-22 18:30:04.857,11,상의,25000,gif,270,360
33,2017-03-25 16:48:37.505,122,상의,19800,gif,290,420
34,2017-03-26 23:49:15.601,122,상의,34700,gif,290,420
35,2017-03-28 09:52:29.513,46,상의,10000,jpg,420,320
36,2017-03-28 17:15:05.633,5,상의,10710,jpg,318,350
37,2017-03-29 00:36:43.506,60,바지,23000,gif,280,385
38,2017-03-31 15:45:25.839,172,슈즈,19800,jpg,620,620
39,2017-03-31 17:45:59.222,126,란제리&파자마,9900,gif,250,360
40,2017-03-31 19:51:00.152,94,바지,31900,gif,500,650
41,2017-04-01 16:03:08.782,72,가방,84600,jpg,250,300
42,2017-04-01 18:16:45.437,109,란제리&파자마,18500,gif,357,500
43,2017-04-04 09:18:04.150,132,원피스,398000,jpg,285,365
44,2017-04-06 17:19:15.932,124,바지,23800,gif,258,320
45,2017-04-07 11:36:34.377,72,가방,120000,jpg,250,300
46,2017-04-08 01:49:46.896,100,비치웨어,27800,jpg,300,400
47,2017-04-08 05:32:01.518,102,악세사리,3500,jpg,373,500
48,2017-04-09 20:19:16.820,113,슈즈,10000,jpg,300,400
49,2017-04-11 11:30:28.806,173,패션소품,23900,jpg,180,237
50,2017-04-11 17:21:08.429,78,비치웨어,31700,gif,300,450
51,2017-04-11 17:33:11.523,73,스커트,36000,jpg,500,724
52,2017-04-11 21:46:09.066,126,란제리&파자마,12900,gif,250,360
53,2017-04-12 01:20:06.563,91,악세사리,3900,jpg,330,460
54,2017-04-12 01:35:08.410,91,악세사리,6000,jpg,330,460
55,2017-04-12 09:00:06.276,22,바지,11200,jpg,279,365
56,2017-04-13 10:18:04.528,139,비치웨어,29900,gif,279,385
57,2017-04-14 20:04:37.201,107,패션소품,20900,jpg,600,900
58,2017-04-15 17:46:10.055,126,란제리&파자마,19900,gif,250,360
59,2017-04-18 09:15:04.728,14,원피스,45000,jpg,400,533
60,2017-04-18 14:20:32.205,55,바지,27900,jpg,290,430
61,2017-04-18 18:35:19.568,34,상의,12600,jpg,385,280
62,2017-04-19 19:45:04.499,22,상의,5500,jpg,279,365
63,2017-04-20 18:15:04.569,19,비치웨어,36000,gif,600,709
64,2017-04-20 20:47:57.465,125,원피스,18900,gif,300,400
65,2017-04-21 16:45:24.056,140,패션소품,39500,jpg,290,380
66,2017-04-21 19:15:05.125,11,스커트,28000,gif,270,360
67,2017-04-22 15:16:15.140,126,란제리&파자마,27900,jpg,250,360
68,2017-04-25 11:07:12.877,39,상의,67000,jpg,270,377
69,2017-04-27 11:00:05.000,23,슈즈,43000,jpg,380,290
70,2017-04-28 13:21:55.247,35,상의,80000,jpg,520,700
71,2017-04-28 19:03:32.504,130,원피스,17000,gif,450,450
72,2017-04-30 20:05:23.187,83,스커트,22000,jpg,320,320
73,2017-05-01 10:51:57.131,33,상의,28000,jpg,500,355
74,2017-05-01 15:20:18.858,93,바지,28000,gif,290,420
75,2017-05-02 18:45:22.808,140,패션소품,44500,jpg,290,380
76,2017-05-02 21:00:30.023,174,바지,26000,jpg,270,420
77,2017-05-04 18:00:05.000,22,란제리&파자마,7000,jpg,229,300
78,2017-05-08 09:00:05.880,22,바지,12900,gif,279,365
79,2017-05-08 14:15:05.539,19,원피스,35000,jpg,305,305
80,2017-05-08 18:06:57.870,65,슈즈,32900,gif,270,326
81,2017-05-12 03:02:34.389,109,란제리&파자마,22000,gif,357,500
82,2017-05-12 19:33:55.140,130,원피스,17000,jpg,450,450
83,2017-05-16 07:37:29.797,31,상의,23000,jpg,252,350
84,2017-05-16 11:34:10.044,123,악세사리,12000,jpg,383,383
85,2017-05-16 18:48:56.037,126,란제리&파자마,18900,gif,250,360
86,2017-05-18 19:19:12.979,126,란제리&파자마,15900,gif,250,360
87,2017-05-19 18:45:05.093,6,악세사리,8400,jpg,230,350
88,2017-05-19 19:15:05.402,22,바지,9900,gif,279,365
89,2017-05-19 19:15:05.402,22,상의,9000,jpg,279,365
90,2017-05-19 19:16:52.303,153,원피스,39000,jpg,500,500
91,2017-05-22 20:35:20.586,92,원피스,19500,png,600,800
92,2017-05-23 15:30:05.899,19,상의,12500,gif,305,305
93,2017-05-23 16:30:04.742,19,원피스,29500,gif,305,305
94,2017-05-23 18:15:05.538,11,스커트,25000,gif,270,360
95,2017-05-24 00:01:30.884,126,란제리&파자마,9900,gif,250,360
96,2017-05-25 15:02:35.651,100,비치웨어,8800,jpg,300,400
97,2017-05-29 11:03:21.324,140,패션소품,26500,gif,290,380
98,2017-05-30 18:37:11.969,38,원피스,45000,jpg,253,325
99,2017-05-31 12:07:08.852,52,비치웨어,13800,gif,255,360
100,2017-05-31 18:22:27.633,32,바지,25800,gif,420,366
101,2017-06-03 16:45:07.038,19,비치웨어,37700,gif,600,709
102,2017-06-05 19:04:40.241,102,악세사리,14000,gif,373,500
103,2017-06-07 18:45:05.234,11,비치웨어,48000,gif,270,360
104,2017-06-08 10:45:05.541,19,상의,13400,gif,305,305
105,2017-06-09 14:51:14.181,79,비치웨어,42800,gif,290,390
106,2017-06-09 14:51:14.181,79,비치웨어,37800,gif,290,390
107,2017-06-09 14:51:14.181,79,비치웨어,29800,gif,290,390
108,2017-06-09 18:00:05.915,11,원피스,42000,gif,270,360
109,2017-06-10 18:00:05.000,19,비치웨어,35900,gif,305,305
110,2017-06-11 22:19:59.899,100,비치웨어,25800,jpg,300,400
111,2017-06-12 17:05:55.184,93,슈즈,35000,gif,290,420
112,2017-06-13 18:15:05.870,6,바지,23000,jpg,230,350
113,2017-06-14 14:30:05.464,19,비치웨어,36000,gif,600,709
114,2017-06-14 17:18:21.073,138,바지,13900,gif,240,300
115,2017-06-14 17:21:46.540,60,비치웨어,39900,gif,280,385
116,2017-06-15 22:05:29.974,79,비치웨어,39800,gif,290,390
117,2017-06-16 01:47:08.421,126,란제리&파자마,19700,gif,250,360
118,2017-06-16 18:19:15.965,38,바지,38250,jpg,253,325
119,2017-06-20 17:02:19.795,124,바지,27000,gif,258,320
120,2017-06-20 17:45:09.735,12,패션소품,9800,jpg,265,380
121,2017-06-23 18:37:03.832,45,상의,9900,png,300,350
122,2017-06-27 10:15:04.445,2,원피스,28800,jpg,240,330
123,2017-07-02 02:34:05.289,126,란제리&파자마,16900,gif,250,360
124,2017-07-03 19:00:05.842,6,바지,16100,jpg,230,350
125,2017-07-05 18:52:06.810,42,스커트,27000,gif,280,400
126,2017-07-06 17:30:06.098,12,상의,14000,gif,265,380
127,2017-07-06 19:03:13.412,126,란제리&파자마,11900,gif,250,360
128,2017-07-07 18:01:22.964,167,바지,28000,jpg,3000,3540
129,2017-07-10 17:35:53.739,79,비치웨어,6900,jpg,290,390
130,2017-07-11 12:06:57.994,65,슈즈,40500,jpg,270,326
131,2017-07-11 21:50:53.528,100,비치웨어,25800,gif,300,400
132,2017-07-11 21:50:53.528,100,비치웨어,19800,jpg,300,400
133,2017-07-11 23:08:28.914,28,스커트,19900,gif,260,378
134,2017-07-14 10:00:04.910,3,바지,80000,jpg,500,500
135,2017-07-16 00:47:34.965,126,란제리&파자마,22900,jpg,250,360
136,2017-07-18 07:38:08.892,31,상의,26500,gif,252,350
137,2017-07-18 15:15:06.098,19,란제리&파자마,27700,gif,600,709
138,2017-07-18 17:15:05.378,12,상의,12000,gif,265,380
139,2017-07-20 17:06:45.850,74,상의,7500,jpg,300,400
140,2017-07-20 18:15:05.695,11,스커트,29000,jpg,270,360
141,2017-07-21 18:03:51.923,134,원피스,34500,jpg,440,570
142,2017-07-21 18:30:05.510,6,상의,15400,gif,230,350
143,2017-07-22 04:04:52.482,102,악세사리,12500,gif,373,500
144,2017-07-23 19:20:06.422,100,비치웨어,29800,gif,300,400
145,2017-07-25 17:05:39.675,100,비치웨어,22800,jpg,300,400
146,2017-07-28 17:18:11.773,144,슈즈,36800,jpg,420,320
147,2017-07-31 21:20:52.367,92,원피스,21000,gif,600,800
148,2017-08-01 18:21:54.746,43,악세사리,13000,jpg,640,640
149,2017-08-03 20:30:11.574,22,란제리&파자마,5900,gif,279,365
150,2017-08-04 09:30:11.237,2,슈즈,24500,gif,240,330
151,2017-08-04 16:32:28.833,126,란제리&파자마,9900,gif,250,360
152,2017-08-04 16:45:05.684,6,상의,32000,gif,230,350
153,2017-08-04 17:52:56.888,28,바지,13900,gif,260,378
154,2017-08-06 21:00:48.000,109,란제리&파자마,15000,gif,357,500
155,2017-08-07 07:02:28.000,91,악세사리,12000,jpg,330,460
156,2017-08-07 17:46:16.419,173,패션소품,56900,jpg,180,237
157,2017-08-09 15:19:56.970,126,란제리&파자마,19900,gif,250,360
158,2017-08-11 16:38:27.360,28,스커트,3780,jpg,260,378
159,2017-08-14 18:33:54.079,139,비치웨어,42000,gif,279,385
160,2017-08-14 19:00:11.107,11,상의,41000,gif,270,360
161,2017-08-14 20:00:11.739,22,바지,17900,gif,279,365
162,2017-08-15 18:33:50.164,139,아우터,75000,gif,279,385
163,2017-08-16 19:15:05.718,11,스커트,28000,gif,270,360
164,2017-08-17 01:00:58.958,178,바지,35000,gif,600,600
165,2017-08-17 13:46:39.145,139,바지,38000,gif,279,385
166,2017-08-17 14:18:17.476,143,바지,11000,gif,400,533
167,2017-08-17 18:08:16.303,38,원피스,41400,gif,253,325
168,2017-08-17 21:07:36.095,60,바지,19000,gif,280,385
169,2017-08-18 11:53:20.057,28,바지,17900,gif,260,378
170,2017-08-18 18:37:12.013,28,원피스,12720,jpg,260,378
171,2017-08-18 18:45:05.054,11,바지,28000,gif,270,360
172,2017-08-18 20:03:04.737,142,가방,26000,jpg,260,320
173,2017-08-19 05:01:12.093,102,악세사리,9900,gif,280,375
174,2017-08-21 17:30:10.937,12,바지,9800,gif,285,342
175,2017-08-22 20:19:04.470,126,란제리&파자마,21900,gif,250,360
176,2017-08-22 21:47:57.403,126,란제리&파자마,3500,gif,250,360
177,2017-08-23 14:00:27.922,182,패션소품,18000,jpg,500,500
178,2017-08-24 18:15:06.365,6,바지,22000,gif,230,350
179,2017-08-25 09:53:22.478,29,원피스,33900,jpg,280,350
180,2017-08-25 15:34:32.924,137,스커트,40300,gif,300,370
181,2017-08-25 18:53:21.364,32,스커트,6900,gif,420,366
182,2017-08-25 19:00:11.152,11,가방,36000,gif,270,360
183,2017-08-26 00:21:44.369,60,바지,27000,gif,280,385
184,2017-08-28 18:37:02.358,38,원피스,26000,jpg,253,325
185,2017-08-28 18:37:09.947,32,피트니스,9900,gif,420,366
186,2017-08-28 21:20:15.594,92,원피스,24000,gif,600,800
187,2017-08-29 10:48:46.766,131,원피스,21500,gif,421,366
188,2017-08-31 09:51:12.364,63,슈즈,29600,gif,278,372
189,2017-08-31 17:21:31.268,55,바지,23900,jpg,285,423
190,2017-08-31 19:34:45.065,126,란제리&파자마,22900,gif,250,360
191,2017-09-01 18:00:11.434,11,원피스,46000,gif,270,360
192,2017-09-01 18:07:52.786,55,바지,15900,gif,285,423
193,2017-09-01 19:34:50.419,126,란제리&파자마,28900,jpg,250,360
194,2017-09-01 20:06:52.212,86,란제리&파자마,28600,gif,500,666
195,2017-09-04 15:18:54.038,138,바지,13900,gif,240,300
196,2017-09-04 19:30:15.387,22,스커트,12000,gif,279,365
197,2017-09-05 15:19:03.567,139,패션소품,74000,gif,279,385
198,2017-09-05 20:53:19.325,28,상의,11450,gif,260,378
199,2017-09-05 21:08:52.203,28,상의,4470,gif,260,378
200,2017-09-06 12:06:15.263,100,비치웨어,20800,jpg,300,400
201,2017-09-08 11:32:31.993,163,바지,32000,gif,450,591
202,2017-09-08 22:52:10.408,92,스커트,19000,jpg,600,800
203,2017-09-08 22:52:10.408,92,아우터,42000,gif,599,800
204,2017-09-11 18:00:35.392,183,패션소품,5800,jpg,380,266
205,2017-09-15 09:01:33.401,102,악세사리,14500,gif,280,375
206,2017-09-19 09:48:34.952,144,슈즈,48800,jpg,420,320
207,2017-09-19 17:30:11.812,12,패션소품,15000,gif,265,380
208,2017-09-19 17:31:27.457,140,패션소품,24000,gif,290,380
209,2017-09-19 19:15:05.964,22,원피스,14900,jpg,279,365
210,2017-09-20 00:06:15.716,102,악세사리,10500,jpg,373,500
211,2017-09-20 10:09:29.998,46,아우터,45000,gif,420,320
212,2017-09-20 19:15:06.392,22,스커트,15500,gif,279,365
213,2017-09-21 11:00:12.680,19,상의,17700,gif,600,709
214,2017-09-21 16:17:45.158,158,바지,75000,jpg,560,700
215,2017-09-21 19:30:15.943,22,원피스,12900,jpg,279,365
216,2017-09-22 17:47:30.600,126,란제리&파자마,15900,gif,250,360
217,2017-09-23 16:50:22.212,61,상의,29000,jpg,260,300
218,2017-09-24 09:45:06.431,22,상의,11900,jpg,279,365
219,2017-09-25 11:23:42.663,46,바지,35000,gif,420,366
220,2017-09-26 18:49:17.678,86,란제리&파자마,28600,jpg,500,666
221,2017-09-27 11:00:12.303,21,상의,23000,gif,298,398
222,2017-09-27 15:47:56.696,153,아우터,29000,gif,500,500
223,2017-09-27 19:53:37.505,32,란제리&파자마,36800,jpg,378,268
224,2017-09-28 09:30:12.667,14,아우터,85000,gif,400,533
225,2017-09-28 09:30:12.783,22,상의,7900,jpg,279,365
226,2017-09-29 11:35:29.575,118,상의,23000,jpg,380,270
227,2017-09-29 12:06:17.441,100,비치웨어,24000,gif,300,400
228,2017-09-29 12:36:15.529,100,비치웨어,29800,jpg,300,400
229,2017-09-29 18:00:12.653,14,가방,45000,gif,400,533
230,2017-09-29 18:00:12.653,14,악세사리,6000,jpg,400,533
231,2017-09-29 18:53:29.897,28,상의,2380,jpg,260,378
232,2017-09-29 18:53:29.897,28,스커트,10950,gif,260,378
233,2017-09-29 22:38:12.593,45,아우터,22000,gif,300,350
234,2017-09-30 13:23:43.624,31,상의,39800,jpg,252,350
235,2017-09-30 13:23:43.624,31,상의,26500,jpg,252,350
236,2017-10-05 11:33:35.664,91,악세사리,10000,gif,207,274
237,2017-10-05 19:52:05.052,28,상의,3780,jpg,260,378
238,2017-10-08 21:35:09.082,126,란제리&파자마,22900,gif,250,360
239,2017-10-09 18:06:19.858,60,바지,26000,gif,280,385
240,2017-10-09 18:19:05.535,126,란제리&파자마,18800,gif,250,360
241,2017-10-10 09:52:24.702,28,패션소품,16500,jpg,260,378
242,2017-10-12 17:36:50.295,46,상의,15000,gif,420,320
243,2017-10-15 01:19:50.192,88,아우터,136000,jpg,360,360
244,2017-10-16 07:02:51.501,107,패션소품,20900,jpg,600,900
245,2017-10-16 10:51:27.871,52,상의,36800,gif,255,360
246,2017-10-16 13:50:57.856,72,가방,45000,jpg,250,300
247,2017-10-16 21:05:16.497,92,상의,24500,gif,600,800
248,2017-10-17 11:15:03.050,1,원피스,59500,jpg,283,412
249,2017-10-17 17:37:22.717,28,상의,65900,gif,260,378
250,2017-10-17 22:50:36.050,92,원피스,36900,png,600,799
251,2017-10-19 04:19:43.034,102,악세사리,7500,gif,373,500
252,2017-10-19 15:03:17.677,140,패션소품,32500,jpg,290,380
253,2017-10-19 17:17:24.285,126,란제리&파자마,19920,jpg,250,360
254,2017-10-19 19:00:04.728,6,아우터,150000,gif,230,350
255,2017-10-20 19:45:02.964,22,아우터,19000,gif,279,365
256,2017-10-22 17:05:30.230,100,비치웨어,10900,jpg,300,400
257,2017-10-22 17:05:30.230,100,비치웨어,27800,jpg,300,400
258,2017-10-23 11:49:09.146,100,비치웨어,24000,gif,300,400
259,2017-10-23 22:47:34.487,126,란제리&파자마,23900,gif,250,360
260,2017-10-24 17:47:56.029,126,란제리&파자마,15920,gif,250,360
261,2017-10-24 18:36:35.856,43,상의,189000,jpg,365,500
262,2017-10-24 20:48:11.063,124,바지,29000,gif,258,320
263,2017-10-25 17:03:40.004,118,상의,39000,gif,380,270
264,2017-10-25 19:05:37.928,32,원피스,32800,gif,378,268
265,2017-10-26 17:33:02.124,147,패션소품,13900,jpg,300,300
266,2017-10-27 12:20:22.673,109,란제리&파자마,23000,gif,420,588
267,2017-10-27 14:04:23.458,109,란제리&파자마,26500,jpg,357,500
268,2017-10-27 15:33:03.751,147,패션소품,9600,gif,300,300
269,2017-10-27 20:45:03.610,22,슈즈,29000,jpg,279,365
270,2017-10-28 12:00:07.771,126,란제리&파자마,22900,jpg,250,360
271,2017-10-28 12:00:07.771,126,란제리&파자마,22800,gif,250,360
272,2017-10-28 12:00:07.771,126,란제리&파자마,16900,gif,250,360
273,2017-10-28 12:00:07.771,126,란제리&파자마,16900,gif,250,360
274,2017-10-28 12:00:07.771,126,란제리&파자마,22800,gif,250,360
275,2017-10-28 12:00:07.771,126,란제리&파자마,9900,gif,250,360
276,2017-10-28 12:00:07.771,126,란제리&파자마,23800,gif,250,360
277,2017-10-28 12:00:07.771,126,란제리&파자마,23800,gif,250,360
278,2017-10-30 12:48:11.013,141,상의,29000,jpg,450,450
279,2017-10-30 17:00:10.935,126,란제리&파자마,23800,jpg,250,360
280,2017-10-30 18:00:32.633,185,슈즈,17800,jpg,300,410
281,2017-11-01 16:20:08.860,78,비치웨어,76000,jpg,300,450
282,2017-11-01 19:15:02.867,22,바지,26000,jpg,279,365
283,2017-11-01 19:15:02.867,22,바지,7900,jpg,279,365
284,2017-11-01 19:51:07.152,60,스커트,27000,jpg,280,385
285,2017-11-02 12:45:03.143,19,란제리&파자마,5400,gif,600,709
286,2017-11-02 16:45:30.318,183,패션소품,3900,gif,600,413
287,2017-11-02 18:06:42.341,32,가방,39800,gif,378,268
288,2017-11-02 19:30:06.340,22,원피스,28000,jpg,279,365
289,2017-11-03 11:21:47.343,28,스커트,7950,gif,260,378
290,2017-11-03 14:30:05.295,22,아우터,99000,gif,279,365
291,2017-11-04 20:00:16.395,126,란제리&파자마,22900,jpg,250,360
292,2017-11-06 18:22:11.582,32,원피스,26800,gif,378,268
293,2017-11-06 18:22:14.327,28,악세사리,4500,jpg,260,378
294,2017-11-06 18:48:45.212,138,스커트,13900,gif,240,300
295,2017-11-07 13:19:41.532,100,비치웨어,28800,gif,300,400
296,2017-11-07 15:34:16.569,132,상의,58000,jpg,285,365
297,2017-11-07 16:33:34.420,78,비치웨어,35500,gif,300,450
298,2017-11-10 13:07:07.327,32,패션소품,5900,gif,378,268
299,2017-11-13 22:04:10.749,100,비치웨어,29800,gif,300,400
300,2017-11-15 17:15:02.701,12,상의,7900,gif,285,342
301,2017-11-16 08:16:23.492,178,바지,35000,gif,600,600
302,2017-11-17 17:49:33.359,114,란제리&파자마,29800,gif,318,420
303,2017-11-17 18:50:48.323,77,스커트,18000,gif,380,380
304,2017-11-17 19:30:06.001,22,아우터,19000,jpg,279,365
305,2017-11-19 22:51:20.838,41,상의,10000,gif,310,400
306,2017-11-20 02:03:11.811,102,악세사리,3500,jpg,373,500
307,2017-11-20 19:20:27.953,102,악세사리,6500,gif,373,500
308,2017-11-22 17:03:44.013,138,원피스,10900,gif,240,300
309,2017-11-22 22:49:41.042,119,상의,63650,jpg,350,280
310,2017-11-23 02:33:10.206,109,란제리&파자마,34000,gif,357,500
311,2017-11-23 20:15:02.828,22,바지,22800,gif,279,365
312,2017-11-28 18:47:29.518,126,란제리&파자마,15900,gif,250,360
313,2017-11-28 20:06:12.809,29,원피스,29900,gif,280,350
314,2017-11-29 18:05:30.578,89,바지,38000,jpg,470,595
315,2017-11-29 20:30:05.494,22,스커트,16800,gif,279,365
316,2017-11-30 10:31:23.082,176,상의,27500,gif,429,571
317,2017-12-02 12:50:30.870,99,원피스,19800,jpg,650,650
318,2017-12-04 14:21:03.466,78,비치웨어,49400,gif,300,450
319,2017-12-04 14:21:03.466,78,비치웨어,64600,gif,300,450
320,2017-12-04 16:03:47.714,138,바지,12900,gif,240,300
321,2017-12-04 18:50:17.748,109,란제리&파자마,24800,gif,420,588
322,2017-12-04 20:22:20.678,29,원피스,29900,gif,280,350
323,2017-12-04 20:48:55.193,137,아우터,287300,jpg,300,370
324,2017-12-04 21:36:15.895,92,원피스,23000,gif,600,800
325,2017-12-05 00:05:55.685,91,악세사리,9900,jpg,500,500
326,2017-12-05 02:50:07.091,102,악세사리,14000,gif,373,500
327,2017-12-05 16:06:41.555,41,바지,10000,gif,310,400
328,2017-12-05 19:35:41.832,29,원피스,26900,gif,280,350
329,2017-12-07 13:50:36.575,100,비치웨어,19800,jpg,300,400
330,2017-12-07 18:04:46.969,124,바지,19800,jpg,258,320
331,2017-12-07 18:04:46.969,124,바지,20900,gif,258,320
332,2017-12-07 18:15:49.520,185,바지,19900,gif,300,410
333,2017-12-07 19:19:41.542,126,란제리&파자마,22400,gif,250,360
334,2017-12-08 13:07:17.859,41,상의,10000,jpg,310,400
335,2017-12-08 13:20:21.736,102,악세사리,14000,gif,373,500
336,2017-12-08 17:37:26.327,48,스커트,29000,gif,276,396
337,2017-12-08 17:37:26.327,48,바지,26000,gif,276,396
338,2017-12-08 18:30:05.617,15,상의,24100,jpg,260,360
339,2017-12-08 20:45:57.861,183,패션소품,11500,jpg,600,413
340,2017-12-09 05:48:17.865,109,란제리&파자마,24000,jpg,429,600
341,2017-12-10 21:51:13.074,79,비치웨어,27800,gif,290,390
342,2017-12-11 10:30:05.064,3,원피스,100000,jpg,500,500
343,2017-12-11 20:15:03.350,22,상의,11900,jpg,279,365
344,2017-12-11 21:06:13.558,92,상의,21500,gif,600,800
345,2017-12-12 17:21:26.279,77,아우터,55000,gif,380,380
346,2017-12-12 19:00:05.403,9,원피스,39800,gif,500,625
347,2017-12-13 13:07:08.395,32,바지,9900,gif,420,366
348,2017-12-14 00:50:32.049,28,패션소품,4000,jpg,260,378
349,2017-12-14 10:06:34.857,79,비치웨어,3000,jpg,270,360
350,2017-12-14 13:23:18.676,32,상의,32800,gif,378,268
351,2017-12-14 21:36:29.148,79,비치웨어,35800,gif,290,390
352,2017-12-15 03:20:12.075,115,상의,49000,jpg,320,240
353,2017-12-15 13:04:49.081,131,스커트,24500,gif,315,394
354,2017-12-15 15:04:10.774,138,가방,17900,gif,240,300
355,2017-12-15 19:20:49.358,102,악세사리,13000,gif,373,500
356,2017-12-16 20:15:05.045,22,가방,16500,jpg,279,365
357,2017-12-17 01:32:32.048,167,스커트,26000,jpg,3000,3540
358,2017-12-18 15:30:05.501,8,바지,24210,jpg,320,470
359,2017-12-18 21:05:45.521,100,비치웨어,31800,jpg,300,400
360,2017-12-19 09:16:42.176,142,가방,25000,jpg,260,320
361,2017-12-19 17:15:03.625,8,상의,26900,jpg,320,470
362,2017-12-19 23:51:21.150,91,악세사리,7000,jpg,500,500
363,2017-12-20 01:07:09.738,79,비치웨어,43800,gif,290,390
364,2017-12-20 11:33:01.218,159,악세사리,39000,jpg,300,300
365,2017-12-20 14:34:46.351,123,악세사리,12000,jpg,383,383
366,2017-12-20 20:07:06.141,74,상의,500,jpg,300,400
367,2017-12-21 10:05:49.694,102,악세사리,9500,gif,373,500
368,2017-12-21 10:16:34.359,179,슈즈,60900,jpg,500,625
369,2017-12-21 10:45:03.481,2,상의,28500,jpg,240,330
370,2017-12-21 11:00:05.113,1,원피스,54400,gif,283,412
371,2017-12-26 18:36:34.777,89,상의,36000,jpg,470,595
372,2017-12-27 14:38:28.225,78,비치웨어,34500,jpg,300,450
373,2017-12-27 20:04:42.941,140,패션소품,69000,jpg,290,380
374,2017-12-28 02:06:02.896,109,란제리&파자마,18500,jpg,357,500
375,2017-12-28 17:04:59.655,140,악세사리,67000,jpg,290,380
376,2017-12-28 18:21:54.605,100,비치웨어,34800,jpg,300,400
377,2017-12-28 19:12:29.749,9,바지,34200,jpg,495,393
378,2017-12-29 17:16:03.644,183,패션소품,4900,jpg,600,413
379,2017-12-30 02:21:25.779,109,란제리&파자마,26400,jpg,420,588
380,2018-01-02 04:50:34.070,102,악세사리,14500,jpg,373,500
381,2018-01-02 14:08:11.194,46,상의,29000,gif,420,366
382,2018-01-02 16:51:25.526,100,비치웨어,21800,jpg,300,400
383,2018-01-02 21:21:54.747,92,스커트,19000,gif,600,800
384,2018-01-03 10:00:04.953,19,상의,29500,gif,380,450
385,2018-01-03 19:22:49.796,53,란제리&파자마,26800,gif,332,450
386,2018-01-04 09:30:25.738,188,슈즈,35900,jpg,420,300
387,2018-01-04 09:30:25.738,188,슈즈,29900,jpg,420,300
388,2018-01-04 12:04:38.089,140,패션소품,66500,jpg,290,380
389,2018-01-04 23:20:53.403,79,비치웨어,29800,gif,290,390
390,2018-01-05 05:21:34.819,102,악세사리,14500,gif,373,500
391,2018-01-05 09:30:05.742,14,바지,54000,gif,400,533
392,2018-01-05 10:45:03.815,22,스커트,9900,gif,279,365
393,2018-01-05 19:15:03.255,22,상의,17500,jpg,279,365
394,2018-01-06 15:38:13.104,64,슈즈,27900,jpg,380,505
395,2018-01-06 15:38:13.104,64,슈즈,26900,jpg,380,505
396,2018-01-07 23:52:19.392,79,비치웨어,24800,gif,290,390
397,2018-01-08 09:38:34.505,38,아우터,49000,gif,253,325
398,2018-01-08 17:15:03.394,25,바지,26000,jpg,275,360
399,2018-01-08 19:30:07.205,22,아우터,49500,jpg,279,365
400,2018-01-08 21:22:12.859,92,상의,28000,png,600,800
401,2018-01-08 21:22:12.859,92,상의,28500,gif,600,800
402,2018-01-09 15:51:04.368,124,스커트,14500,gif,258,320
403,2018-01-09 19:09:08.231,28,바지,21900,gif,260,378
404,2018-01-09 19:09:08.231,28,원피스,16730,gif,260,378
405,2018-01-09 20:45:03.877,22,슈즈,29000,jpg,279,365
406,2018-01-09 20:45:03.877,22,슈즈,19800,jpg,279,365
407,2018-01-09 20:45:03.877,22,가방,25000,jpg,279,365
408,2018-01-09 20:45:03.877,22,스커트,11500,jpg,279,365
